study_hours,sleep_hours,screen_time_hours,mood,days_to_goal
4.7,7.1,3.0,great,114
4.3,7.1,2.9,strong,113
4.0,6.6,3.1,focused,153
4.1,7.3,3.6,focused,133
4.1,7.1,3.3,strong,133
4.5,7.2,3.0,great,99
4.5,6.8,3.0,strong,122
4.0,7.3,3.3,strong,136
4.6,7.1,3.3,great,111
3.8,7.3,3.3,focused,157
3.7,7.2,3.3,focused,149
4.2,7.4,3.4,strong,121
3.8,7.4,3.3,focused,145
4.6,7.2,2.7,great,113
4.3,7.5,2.9,strong,123
4.4,7.5,3.1,strong,111
3.8,7.3,2.9,strong,122
3.8,7.5,2.9,strong,128
3.9,7.6,3.2,strong,122
4.6,7.0,3.1,great,105
4.5,7.4,2.5,great,98
4.2,7.5,2.6,great,111
4.0,7.4,3.0,strong,128
4.3,7.6,2.6,great,105
4.3,7.5,2.9,strong,120
4.3,7.3,2.2,great,96
4.4,7.2,2.6,great,96
4.4,7.5,2.5,great,95
4.4,7.7,2.4,great,88
4.1,7.7,2.6,great,108
4.3,7.2,1.9,great,85
4.2,7.4,1.9,great,100
4.7,7.3,2.0,great,77
4.6,7.3,2.2,great,85
4.4,7.5,1.7,great,96
4.5,7.6,1.9,great,90
4.9,7.4,2.3,great,97
4.5,7.4,2.1,great,94
5.2,7.4,1.8,great,62
4.6,7.4,1.8,great,90
5.3,8.0,1.8,great,66
5.1,8.0,1.6,great,71
5.2,7.6,1.5,great,58
4.7,7.4,1.2,great,84
5.5,7.5,1.7,great,70
5.2,7.8,1.8,great,63
5.1,7.7,1.5,great,56
5.0,7.5,1.6,great,85
5.4,8.1,1.5,great,51
5.5,8.1,1.0,great,37
5.6,8.0,1.8,great,69
5.8,7.9,1.4,great,47
5.6,7.9,1.4,great,58
5.8,8.1,1.3,great,53
5.7,7.8,1.2,great,41
6.1,7.9,1.3,great,45
6.2,7.8,1.5,great,36
5.7,7.7,1.2,great,46
5.7,8.3,1.2,great,49
6.3,8.1,1.0,great,29
6.2,8.3,1.6,great,48
6.3,8.2,1.6,great,51
6.3,7.9,1.5,great,48
5.9,7.8,1.4,great,41
6.2,8.4,1.2,great,29
5.9,7.7,1.7,great,53
6.0,8.3,1.7,great,38
6.0,8.1,1.5,great,39
6.2,8.0,1.3,great,38
6.1,8.4,1.3,great,31
6.7,8.2,1.6,great,41
6.9,8.1,1.5,great,40
6.2,7.9,1.6,great,55
7.0,8.4,1.2,great,21
6.8,8.5,1.9,great,28
6.5,8.2,1.6,great,45
6.4,8.3,1.4,great,28
7.1,8.2,1.5,great,33
6.6,8.5,1.5,great,33
6.4,8.2,1.8,great,41
7.0,8.0,1.8,great,34
6.6,8.5,1.6,great,32
6.8,8.6,1.9,great,32
6.5,8.1,1.2,great,41
7.3,8.1,1.5,great,36
6.6,8.0,1.8,great,47
7.1,8.6,1.3,great,23
7.1,8.5,1.6,great,21
6.9,8.5,1.7,great,26
7.2,8.7,1.2,great,21
7.0,8.7,1.7,great,26
6.7,8.5,1.8,great,40
7.2,8.7,1.8,great,23
6.7,8.3,1.1,great,23
7.2,8.6,1.2,great,28
6.8,8.2,1.5,great,33
7.2,8.2,1.0,great,24
7.1,8.3,1.6,great,33
7.4,8.2,1.0,great,21
7.1,8.4,0.9,great,21
6.6,8.4,1.4,great,31
7.4,8.8,1.6,great,21
7.3,8.6,1.2,great,21
6.8,8.4,1.3,great,32
7.1,8.7,1.1,great,21
0.9,5.4,6.3,very_low,346
0.7,5.5,6.2,very_low,341
0.7,5.7,5.9,very_low,339
1.0,5.4,5.9,very_low,338
1.0,5.2,5.8,very_low,337
1.0,5.7,5.7,very_low,339
1.3,5.2,5.4,very_low,327
0.7,5.6,5.9,very_low,333
0.8,5.4,5.8,very_low,351
0.9,5.8,5.6,very_low,324
0.7,5.5,5.1,very_low,318
0.9,5.8,5.2,very_low,317
1.3,5.2,5.4,very_low,311
1.3,5.8,5.1,very_low,312
1.0,5.2,5.1,very_low,332
0.9,5.6,5.2,very_low,331
1.2,5.5,5.3,very_low,319
1.2,5.5,5.1,very_low,311
0.9,5.8,4.9,very_low,318
1.1,5.5,4.8,very_low,306
1.0,5.9,5.3,very_low,321
1.1,5.8,5.1,very_low,312
1.3,5.7,4.9,very_low,293
1.1,5.4,5.0,very_low,316
0.6,5.6,4.6,very_low,315
1.4,5.3,5.2,very_low,305
0.6,5.8,4.6,very_low,317
1.4,5.6,5.0,very_low,306
1.0,5.3,5.0,very_low,307
1.0,5.6,5.0,very_low,309
0.9,5.3,4.4,very_low,300
0.8,5.5,4.4,very_low,303
1.1,5.4,4.8,very_low,306
0.7,5.3,4.6,very_low,314
1.1,5.5,4.6,very_low,312
0.9,5.4,4.9,very_low,320
1.3,5.8,4.6,very_low,284
0.9,5.6,4.6,very_low,307
1.2,5.5,5.0,very_low,305
1.8,5.8,4.5,very_low,279
1.7,5.5,4.7,very_low,280
1.6,5.5,5.1,very_low,299
1.9,5.9,4.8,very_low,278
1.9,5.7,4.4,very_low,273
1.9,5.6,5.2,very_low,282
2.0,5.7,4.9,very_low,291
1.6,5.6,4.9,very_low,297
1.7,5.4,5.0,very_low,300
1.6,5.7,4.6,very_low,278
1.9,5.6,4.8,very_low,288
2.3,5.6,5.1,very_low,277
1.7,5.9,4.9,very_low,281
2.4,5.6,4.9,very_low,276
1.6,5.9,5.1,very_low,283
2.1,6.0,5.1,very_low,277
2.5,5.9,5.2,very_low,274
2.4,5.9,4.7,very_low,253
2.5,5.9,5.1,very_low,267
2.6,6.0,4.9,very_low,254
2.6,5.9,4.6,very_low,256
2.8,5.8,4.8,very_low,246
2.3,6.1,4.9,very_low,258
2.6,5.7,5.2,very_low,267
2.6,5.7,4.8,very_low,274
2.8,5.6,4.8,very_low,268
2.6,6.1,5.0,very_low,262
2.8,5.9,5.0,very_low,264
2.9,5.5,4.7,very_low,247
2.6,5.9,4.7,very_low,259
3.2,5.6,5.1,very_low,268
3.1,5.9,4.7,very_low,247
3.0,6.2,5.0,very_low,260
2.7,6.2,4.8,very_low,265
2.9,6.0,4.8,very_low,248
3.4,6.1,4.5,very_low,224
3.1,5.9,4.3,very_low,229
2.9,5.9,4.3,very_low,247
3.7,5.8,4.3,low,206
3.0,5.8,4.7,very_low,240
3.4,6.1,4.6,very_low,235
3.3,5.7,4.2,very_low,226
3.3,5.6,4.3,very_low,243
3.9,6.1,4.5,low,212
3.6,6.0,4.0,low,194
3.1,5.8,4.5,very_low,232
3.2,6.2,4.2,low,211
3.7,5.6,4.3,low,217
3.4,5.9,3.8,low,214
3.4,6.0,4.2,low,202
3.6,6.2,4.3,low,211
3.5,6.3,4.1,low,203
3.6,5.8,3.5,low,202
3.3,6.2,3.5,low,203
3.9,5.8,3.7,steady,190
3.7,5.8,3.9,low,193
3.6,6.0,4.0,low,210
3.6,6.3,3.8,low,187
3.6,5.9,3.4,steady,174
3.9,6.2,3.1,steady,168
4.1,6.3,3.4,steady,158
3.5,6.3,3.6,steady,181
4.0,6.2,3.7,steady,178
3.6,6.1,3.7,low,200
3.7,5.8,3.2,steady,189
3.4,5.9,2.8,steady,175
3.6,6.2,3.0,steady,180
4.2,6.0,3.4,steady,161
3.5,6.4,3.0,steady,163
3.4,5.8,3.0,steady,179
3.8,6.3,2.7,focused,141
3.5,5.9,3.4,steady,194
3.6,6.2,2.8,steady,160
4.1,6.4,2.7,focused,147
3.6,6.3,2.8,steady,180
3.6,6.0,3.3,steady,187
4.1,6.5,3.5,focused,163
4.0,5.9,2.8,focused,166
4.0,6.0,3.0,focused,154
3.8,6.5,2.9,focused,141
3.8,6.0,3.1,steady,181
3.5,5.9,3.3,steady,196
4.0,6.5,3.4,steady,158
3.3,6.2,3.2,steady,175
3.6,6.4,3.2,steady,175
3.6,6.2,3.0,steady,171
3.8,6.4,3.1,steady,162
3.5,6.6,3.2,steady,162
3.4,6.1,3.5,low,197
3.4,6.6,3.3,steady,188
3.5,6.3,2.9,steady,164
3.6,6.2,3.3,steady,179
3.7,6.3,3.2,steady,171
3.9,6.2,3.2,steady,162
3.4,6.4,3.2,steady,170
3.9,6.3,3.4,steady,178
4.0,6.1,3.0,focused,144
3.4,6.1,3.2,steady,180
3.9,6.5,3.2,focused,159
4.1,6.7,3.6,focused,158
4.0,6.1,3.2,steady,176
3.9,6.3,3.3,steady,171
3.8,6.4,3.4,steady,178
3.4,6.4,3.2,steady,186
3.7,6.5,3.6,steady,183
4.0,6.4,3.6,steady,166
3.5,6.7,3.5,steady,170
3.8,6.5,3.3,steady,171
3.5,6.8,2.9,focused,163
4.2,6.4,3.3,focused,154
3.8,6.7,3.3,steady,161
3.5,6.7,3.6,steady,170
4.4,6.4,3.4,focused,148
4.1,6.8,3.6,focused,144
3.9,6.6,3.0,focused,140
4.1,6.5,3.5,focused,144
3.8,6.6,2.8,focused,153
4.1,6.4,2.8,focused,155
4.0,6.4,3.2,focused,143
3.8,6.6,2.8,focused,158
4.2,6.4,2.7,focused,141
4.3,6.4,3.3,focused,156
4.1,6.5,2.8,focused,148
4.4,6.8,3.2,focused,138
4.5,6.8,2.6,great,95
4.2,6.4,2.6,focused,146
4.6,7.0,3.0,great,108
4.7,6.9,2.4,great,108
4.7,6.9,2.7,great,99
4.9,7.0,2.2,great,84
5.2,7.0,2.4,great,98
4.6,6.9,2.3,great,110
4.7,7.1,2.1,great,94
4.8,7.1,2.4,great,100
4.8,6.9,2.6,great,101
5.5,6.6,1.8,great,86
5.0,6.9,1.9,great,85
5.2,6.6,2.2,great,97
5.2,7.1,2.3,great,83
4.9,6.7,2.3,great,93
5.6,6.9,1.5,great,69
5.2,7.3,1.5,great,78
5.8,6.8,1.4,great,55
5.4,7.0,1.6,great,61
5.8,7.1,1.4,great,56
5.4,6.7,1.8,great,73
5.9,7.3,1.9,great,68
5.9,7.3,1.5,great,53
5.4,6.7,1.8,great,86
6.2,7.0,1.3,great,42
5.8,7.5,1.4,great,48
6.1,6.9,1.8,great,71
6.3,6.9,1.2,great,48
5.6,7.1,1.5,great,57
5.8,7.2,1.8,great,56
5.8,7.1,1.2,great,54
5.9,7.2,1.4,great,46
6.4,7.4,1.3,great,34
5.9,7.1,1.5,great,71
5.8,7.3,1.8,great,73
5.9,7.6,1.5,great,66
6.4,7.4,1.8,great,57
6.1,7.4,1.7,great,52
6.6,7.3,1.3,great,44
6.4,7.3,1.6,great,44
6.4,7.7,1.3,great,44
6.7,7.3,1.7,great,53
6.5,7.1,1.4,great,42
6.1,7.2,1.1,great,59
6.5,7.8,1.7,great,41
6.2,7.6,1.8,great,55
6.8,7.6,1.4,great,25
6.7,7.4,1.4,great,41
6.8,7.7,1.4,great,40
6.6,7.6,1.5,great,38
6.4,7.2,1.9,great,46
6.2,7.7,1.4,great,39
6.1,7.7,1.9,great,67
6.2,7.4,1.9,great,53
6.6,7.5,1.4,great,35
6.2,7.6,1.8,great,49
6.7,7.4,2.1,great,50
6.1,7.7,1.7,great,59
6.6,8.0,2.0,great,35
6.3,8.0,1.9,great,60
6.5,7.5,1.9,great,46
6.3,7.8,1.6,great,50
6.0,7.6,1.7,great,48
6.1,7.5,1.7,great,61
6.3,8.2,2.1,great,63
6.2,7.9,1.8,great,53
6.2,7.6,2.0,great,55
6.4,7.7,1.6,great,40
6.7,8.1,1.6,great,37
6.5,8.1,1.7,great,52
6.5,7.8,1.2,great,44
6.4,8.1,1.7,great,47
6.1,8.0,1.7,great,44
6.4,8.4,1.8,great,31
6.5,8.2,1.8,great,40
6.3,8.4,1.4,great,30
6.2,8.3,1.2,great,32
6.7,8.2,1.2,great,25
6.2,8.4,1.4,great,30
6.4,8.4,1.1,great,22
6.5,8.5,1.1,great,24
6.7,8.4,0.7,great,21
6.4,8.2,1.2,great,40
6.0,8.2,1.2,great,35
6.0,8.6,0.9,great,40
6.0,8.0,0.6,great,40
0.2,5.4,5.8,very_low,360
0.6,5.4,5.5,very_low,334
0.4,5.0,5.6,very_low,356
0.5,5.3,5.4,very_low,331
0.7,4.8,5.7,very_low,363
0.2,5.2,5.2,very_low,349
1.0,5.4,5.8,very_low,335
0.4,5.2,5.3,very_low,353
1.0,5.5,5.7,very_low,335
0.5,5.0,5.2,very_low,338
0.3,5.3,5.4,very_low,352
1.0,5.1,5.3,very_low,338
0.5,5.5,5.4,very_low,335
0.8,5.5,5.1,very_low,321
0.5,5.7,5.5,very_low,344
0.4,5.3,4.7,very_low,336
0.7,5.4,5.1,very_low,325
1.0,5.1,4.9,very_low,330
1.3,5.8,5.2,very_low,317
1.2,5.3,4.7,very_low,298
1.0,5.5,5.2,very_low,320
0.7,5.7,4.7,very_low,318
1.1,5.8,4.6,very_low,297
0.8,5.7,4.6,very_low,302
1.4,5.7,4.5,very_low,288
1.4,5.3,5.2,very_low,322
1.5,5.4,4.6,very_low,294
1.7,5.3,4.5,very_low,290
1.6,5.3,5.0,very_low,312
1.8,5.8,4.9,very_low,290
1.4,5.8,5.0,very_low,297
1.7,5.7,5.1,very_low,303
1.4,5.4,4.5,very_low,285
1.9,6.0,5.0,very_low,273
1.6,6.0,5.2,very_low,297
1.3,5.4,4.9,very_low,315
2.3,5.6,4.7,very_low,276
2.2,5.8,4.9,very_low,269
1.9,5.8,4.9,very_low,275
2.4,6.1,4.9,very_low,264
2.2,5.6,5.1,very_low,291
2.3,5.9,4.8,very_low,281
1.8,6.2,5.1,very_low,284
2.5,5.9,5.1,very_low,267
2.7,5.8,5.3,very_low,264
2.6,6.1,5.2,very_low,256
2.7,5.7,5.0,very_low,264
2.9,6.1,5.3,very_low,273
2.5,5.9,5.2,very_low,284
2.8,5.9,5.1,very_low,257
2.8,5.8,5.4,very_low,268
2.3,6.2,5.2,very_low,280
3.0,6.2,5.1,very_low,244
2.4,6.2,4.9,very_low,255
2.5,6.2,5.3,very_low,258
3.0,6.1,5.3,very_low,270
2.5,6.4,5.1,very_low,270
3.3,5.8,5.5,very_low,252
2.5,6.5,5.2,very_low,265
3.4,6.2,5.0,very_low,228
2.7,6.2,5.2,very_low,273
3.1,6.1,5.2,very_low,260
3.2,6.4,5.3,very_low,251
2.9,6.3,4.9,very_low,239
2.7,6.2,5.1,very_low,260
2.7,6.3,5.0,very_low,251
3.4,6.5,4.7,low,217
3.3,6.2,5.0,very_low,232
2.8,6.6,5.1,very_low,243
3.5,5.9,4.9,very_low,240
3.5,6.3,4.8,very_low,232
3.4,6.5,4.5,low,219
3.6,6.6,4.5,low,208
2.9,6.4,4.9,very_low,238
2.9,6.1,4.4,very_low,242
3.6,6.0,5.0,very_low,237
3.1,6.4,4.5,very_low,243
2.8,6.2,4.8,very_low,251
3.5,6.5,4.4,low,209
3.4,6.4,4.7,very_low,225
3.3,6.2,4.0,low,217
3.0,6.2,4.1,low,227
3.6,6.5,4.0,low,192
2.9,6.5,3.8,low,206
3.1,6.8,4.0,low,194
3.0,6.4,4.2,low,219
2.8,6.7,4.4,very_low,238
2.9,6.4,4.0,low,224
3.3,6.5,3.6,low,209
3.1,6.2,3.9,low,203
2.8,6.3,3.8,low,207
3.3,6.5,3.5,steady,180
3.5,6.4,3.2,steady,174
3.6,6.5,3.3,steady,184
2.8,6.7,3.4,low,212
3.1,6.6,3.7,low,211
3.2,6.7,3.8,low,192
3.5,6.5,3.3,steady,183
3.5,6.6,3.4,steady,185
3.1,6.4,2.9,steady,183
2.8,6.4,3.2,low,212
2.7,6.8,3.7,low,215
2.8,6.7,3.4,low,196
3.5,6.9,3.2,steady,163
3.0,7.0,3.5,steady,193
2.9,6.9,3.6,low,199
2.9,6.4,2.8,steady,192
3.5,6.5,2.8,focused,165
3.1,6.7,3.5,low,209
3.0,6.7,3.3,steady,187
3.1,7.1,3.5,steady,186
3.0,6.8,3.5,low,205
3.3,6.9,3.4,steady,171
3.3,7.1,3.4,focused,174
3.1,6.8,3.3,steady,194
3.3,7.0,3.2,focused,156
2.7,7.0,3.2,steady,199
3.1,6.7,3.1,steady,172
3.5,6.6,3.2,steady,180
2.8,6.7,3.1,steady,182
3.4,6.9,3.0,steady,163
3.6,6.9,3.5,steady,160
3.2,6.9,3.3,steady,175
3.4,6.7,3.2,steady,163
3.7,6.6,3.2,steady,159
3.3,6.6,3.4,steady,174
3.0,6.8,3.1,steady,186
3.1,6.8,3.2,steady,179
3.1,7.1,3.1,focused,163
3.8,6.6,3.3,steady,166
3.4,7.1,3.2,focused,151
3.1,6.8,3.6,low,207
3.3,6.7,3.4,steady,185
3.4,6.8,3.5,steady,185
3.9,6.8,3.7,steady,177
3.7,7.2,3.7,focused,155
3.4,6.6,3.1,steady,166
3.8,7.1,3.3,focused,154
3.7,7.3,3.7,focused,155
3.7,6.9,3.7,steady,165
3.7,6.9,3.3,focused,161
4.4,7.3,3.3,strong,131
3.8,7.1,3.7,focused,161
4.1,6.7,3.8,steady,168
4.3,6.8,3.1,focused,126
4.7,7.3,3.3,great,112
3.9,6.7,3.3,focused,148
4.5,6.8,3.2,strong,125
4.4,7.1,3.1,strong,116
4.3,6.9,3.2,focused,133
4.1,6.7,2.9,focused,147
4.3,7.0,3.5,strong,123
4.4,7.3,3.0,strong,114
4.3,6.7,3.2,focused,149
4.6,7.2,3.0,great,113
4.8,6.9,3.1,great,101
4.8,7.3,2.7,great,103
4.6,7.1,3.3,great,116
4.7,7.2,3.2,great,98
5.1,6.9,3.0,great,113
4.8,7.2,2.4,great,86
5.2,6.9,3.0,great,108
5.5,7.4,3.0,great,87
5.4,7.4,2.2,great,75
5.7,7.1,2.1,great,75
5.5,6.8,2.1,great,83
5.6,7.2,2.6,great,80
5.6,7.4,2.7,great,74
5.7,7.0,2.5,great,78
5.3,6.9,2.0,great,75
5.7,7.4,2.4,great,74
5.7,7.1,2.0,great,65
5.8,7.2,1.8,great,54
5.4,6.8,1.7,great,85
6.0,7.0,2.2,great,74
5.4,7.4,2.0,great,62
5.6,7.2,1.8,great,59
5.9,7.2,2.0,great,65
5.8,7.0,1.4,great,68
6.1,7.0,2.1,great,59
6.2,7.2,2.1,great,70
6.1,6.9,1.9,great,62
6.0,7.4,1.8,great,61
6.1,7.0,1.4,great,57
6.1,7.4,1.3,great,43
6.1,7.1,1.9,great,53
5.6,7.0,1.9,great,65
5.9,7.4,1.7,great,48
5.6,7.0,1.5,great,69
5.5,6.9,1.3,great,76
6.3,7.0,1.5,great,59
6.2,7.3,1.4,great,39
6.2,7.4,1.6,great,42
5.7,7.0,1.2,great,62
5.4,7.6,1.9,great,61
6.1,7.2,1.7,great,51
5.8,7.3,1.5,great,51
5.7,7.0,1.2,great,64
6.0,7.0,1.8,great,54
5.7,7.3,1.8,great,58
6.2,7.0,1.5,great,47
6.0,7.1,1.9,great,62
6.2,7.5,1.3,great,39
5.5,7.0,2.0,great,73
5.9,7.1,2.0,great,78
6.1,7.4,1.4,great,52
5.9,7.5,1.4,great,58
5.6,7.6,1.6,great,52
6.1,7.5,2.1,great,69
5.9,7.1,1.3,great,67
5.4,7.5,1.6,great,64
5.9,7.6,1.8,great,49
5.8,7.7,1.6,great,47
6.2,7.2,1.7,great,52
5.6,7.6,1.7,great,70
5.6,7.6,1.9,great,60
5.6,7.4,1.9,great,69
6.0,7.4,1.9,great,59
5.8,7.6,2.0,great,69
5.5,7.1,2.2,great,67
5.7,7.8,2.2,great,57
5.6,7.7,2.1,great,77
5.5,7.2,2.1,great,87
6.1,7.3,2.1,great,53
5.4,7.8,2.0,great,67
5.3,7.8,1.7,great,71
5.9,7.2,2.0,great,76
5.3,7.4,1.4,great,56
5.8,7.8,1.4,great,45
6.0,7.7,1.8,great,52
5.7,7.5,1.9,great,70
5.6,7.3,1.9,great,58
6.0,7.6,1.2,great,56
6.0,7.9,1.6,great,59
6.2,7.6,1.7,great,51
5.6,8.0,1.5,great,67
5.6,7.4,1.5,great,55
5.6,7.8,1.4,great,65
6.2,7.6,1.2,great,48
6.3,7.4,1.5,great,53
5.8,7.4,0.9,great,51
6.4,7.4,1.0,great,40
5.7,7.8,1.3,great,48
6.2,7.8,0.7,great,28
6.6,7.8,1.0,great,39
5.8,7.6,1.3,great,41
6.1,7.6,0.8,great,32
6.5,7.9,1.2,great,41
6.0,7.7,0.9,great,32
6.7,7.6,0.8,great,26
0.7,4.8,5.5,very_low,338
0.6,4.9,5.3,very_low,348
1.1,4.8,5.7,very_low,347
0.5,5.0,5.5,very_low,354
1.0,5.0,5.3,very_low,338
0.7,4.6,5.7,very_low,353
1.3,4.9,5.2,very_low,315
1.1,4.4,5.0,very_low,335
1.1,4.9,5.0,very_low,332
1.2,5.1,5.4,very_low,316
0.8,4.6,5.5,very_low,339
1.0,4.7,4.8,very_low,317
1.5,4.6,5.1,very_low,314
1.7,4.9,4.8,very_low,293
1.5,4.5,5.3,very_low,323
1.8,5.1,4.7,very_low,291
1.8,5.1,4.9,very_low,303
1.6,4.7,5.3,very_low,324
1.7,5.0,5.1,very_low,301
2.0,4.5,5.2,very_low,305
1.4,4.8,4.6,very_low,305
1.7,4.6,4.9,very_low,313
2.2,4.9,4.6,very_low,290
2.3,5.2,5.1,very_low,281
1.8,4.8,5.3,very_low,312
2.2,5.0,4.7,very_low,274
1.7,5.0,5.0,very_low,301
1.7,5.1,4.8,very_low,309
2.0,5.0,4.9,very_low,284
2.5,5.4,5.1,very_low,273
2.3,4.8,4.6,very_low,281
2.1,5.2,5.2,very_low,296
2.4,4.9,5.2,very_low,283
2.7,5.0,5.2,very_low,275
2.2,5.1,5.0,very_low,294
2.1,5.3,4.9,very_low,292
2.3,4.8,5.3,very_low,301
2.1,5.3,5.1,very_low,287
2.9,5.5,5.3,very_low,277
2.3,5.0,5.1,very_low,283
2.9,5.0,5.5,very_low,282
2.6,4.9,5.1,very_low,293
2.2,5.2,5.5,very_low,290
2.3,5.6,5.1,very_low,282
2.3,5.2,5.0,very_low,296
3.1,5.4,4.8,very_low,264
2.2,5.6,5.2,very_low,295
2.8,5.5,5.2,very_low,269
2.5,5.4,5.2,very_low,288
2.3,5.2,5.2,very_low,282
2.8,5.4,5.1,very_low,279
2.9,5.4,5.0,very_low,269
3.1,5.7,5.6,very_low,276
2.3,5.6,5.3,very_low,283
2.7,5.7,5.5,very_low,268
2.6,5.6,4.8,very_low,261
2.6,5.3,5.1,very_low,275
2.4,5.5,4.9,very_low,287
3.1,5.5,5.4,very_low,273
2.9,5.2,5.0,very_low,263
2.5,5.9,4.9,very_low,274
2.9,5.6,4.9,very_low,270
2.6,5.3,4.7,very_low,266
2.9,5.9,5.1,very_low,256
3.1,6.0,4.7,very_low,255
2.4,5.8,5.2,very_low,284
2.7,5.5,5.0,very_low,281
2.3,6.0,4.8,very_low,266
2.2,6.0,4.8,very_low,273
2.8,6.0,4.8,very_low,248
2.6,6.1,4.4,very_low,239
2.5,5.9,4.7,very_low,250
2.7,6.1,4.2,very_low,239
2.8,5.6,4.5,very_low,257
2.4,5.7,4.8,very_low,265
2.6,5.7,4.6,very_low,267
2.8,6.0,4.2,very_low,251
2.6,6.0,4.4,very_low,241
2.5,6.0,3.9,very_low,237
2.9,5.7,4.2,very_low,239
2.8,5.9,4.1,very_low,228
2.1,6.4,3.7,very_low,248
2.4,5.9,4.3,very_low,263
2.2,5.7,3.7,very_low,254
2.6,5.8,4.3,very_low,263
2.5,6.2,3.9,very_low,231
2.7,6.4,3.5,low,202
2.1,6.2,3.5,very_low,252
2.2,6.0,3.5,very_low,237
2.7,6.5,3.5,low,211
2.9,6.1,3.6,low,210
2.8,6.2,3.6,low,213
2.3,6.0,3.7,very_low,254
2.4,6.2,3.5,very_low,241
2.4,6.5,3.8,very_low,235
3.0,6.3,3.6,low,216
2.7,6.4,3.3,low,212
2.5,6.4,3.0,low,203
2.3,6.4,3.4,low,218
3.0,6.5,3.7,low,204
2.3,6.2,3.2,low,230
2.6,6.1,3.4,low,217
3.1,6.2,3.1,steady,178
2.7,6.4,3.5,low,223
2.9,6.4,3.3,low,206
2.6,6.4,3.3,low,222
3.3,6.2,3.6,low,201
3.2,6.4,3.1,steady,176
3.3,6.6,3.7,low,195
2.7,6.4,3.1,low,204
3.2,6.5,3.4,steady,195
3.6,6.9,3.1,focused,162
3.1,6.9,3.6,steady,175
3.4,6.4,3.0,steady,184
3.5,6.5,3.5,steady,178
3.4,6.6,3.4,steady,177
3.6,6.7,3.6,steady,187
3.1,6.6,3.5,low,188
3.1,6.4,3.1,steady,182
3.7,6.7,3.2,steady,159
4.0,6.7,3.8,steady,180
4.1,7.1,3.3,strong,140
3.4,7.1,3.1,focused,153
3.9,7.1,3.3,focused,139
3.5,6.8,3.2,steady,179
4.1,7.2,3.9,focused,148
3.9,6.6,3.6,steady,171
4.2,7.3,3.4,strong,136
3.8,6.8,3.4,steady,155
4.2,7.2,3.7,focused,150
3.9,6.7,3.9,steady,162
3.8,6.8,3.8,steady,165
3.9,6.8,3.6,steady,167
4.7,7.2,3.4,great,110
4.1,7.0,3.9,focused,145
4.3,7.4,3.9,focused,143
4.8,6.9,3.4,strong,113
4.4,7.4,3.7,strong,120
4.9,7.3,3.3,great,115
4.4,6.8,3.6,focused,141
4.5,7.4,3.2,great,108
4.4,7.2,3.5,strong,117
4.6,6.9,3.6,strong,134
4.8,7.0,3.3,great,112
4.9,7.2,3.3,great,111
5.0,7.5,3.1,great,87
4.5,7.1,3.0,great,100
4.7,7.3,3.4,great,108
4.7,7.4,3.5,great,106
4.8,7.5,3.1,great,97
5.2,7.5,2.8,great,90
5.3,7.3,2.9,great,101
4.9,7.2,2.7,great,89
5.5,7.1,2.6,great,84
5.0,7.1,2.7,great,85
5.4,7.6,2.9,great,98
5.3,7.4,2.6,great,76
5.5,7.5,3.1,great,97
5.3,7.2,2.4,great,74
5.1,7.6,2.6,great,93
5.7,7.3,2.6,great,76
4.9,7.4,2.7,great,104
5.6,7.7,2.8,great,83
5.0,7.6,2.6,great,77
5.7,7.8,2.5,great,64
5.3,7.3,2.5,great,96
5.2,7.7,2.0,great,85
5.4,7.9,2.5,great,81
5.7,7.5,2.5,great,76
5.1,7.7,2.4,great,80
5.2,7.9,1.9,great,60
5.3,7.5,2.1,great,75
5.3,7.9,2.2,great,69
5.7,7.6,2.0,great,66
5.0,8.0,2.0,great,79
5.1,7.5,2.1,great,68
4.9,7.5,1.9,great,69
5.1,7.6,1.9,great,64
5.0,7.6,1.6,great,81
5.4,7.9,1.4,great,49
5.0,8.1,1.4,great,66
4.9,7.5,1.6,great,72
5.5,7.8,1.6,great,73
4.9,7.6,1.5,great,68
5.3,7.9,1.5,great,64
5.4,7.6,1.3,great,62
5.0,7.5,1.7,great,78
5.2,7.7,1.9,great,71
4.8,7.8,1.5,great,83
5.4,7.8,1.6,great,61
5.1,7.5,1.7,great,84
5.1,8.0,1.7,great,64
4.9,7.8,1.3,great,68
5.2,7.7,1.9,great,70
5.0,7.5,1.9,great,87
5.1,7.6,1.3,great,74
5.3,7.8,1.4,great,57
5.1,7.8,1.4,great,71
5.3,8.1,1.4,great,52
4.8,8.1,1.7,great,66
5.3,8.2,1.6,great,56
5.6,7.6,1.8,great,69
4.8,7.6,1.9,great,72
4.8,7.7,1.8,great,86
5.1,7.6,1.5,great,67
5.6,8.2,2.1,great,65
5.5,8.1,2.2,great,71
5.2,8.1,1.6,great,71
5.4,7.7,2.1,great,74
5.2,7.8,2.0,great,84
5.3,8.1,1.8,great,70
5.0,7.9,1.9,great,63
5.3,8.1,1.5,great,56
5.5,8.3,2.0,great,52
5.8,8.3,1.9,great,61
5.2,8.4,1.8,great,73
5.5,7.9,2.1,great,66
5.1,8.2,1.8,great,73
5.4,8.2,2.1,great,62
5.8,7.9,1.8,great,68
5.7,8.0,1.9,great,65
5.7,8.4,2.1,great,61
5.4,8.0,2.2,great,67
5.9,8.0,1.5,great,59
5.5,7.8,1.5,great,70
5.8,8.3,2.1,great,67
